((NUW-APP))               N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N048.28.06.982 W122.24.50.106 N048.27.50.618 W122.25.27.207 RVM
    ; KCLM 08 centerline
                          N048.07.30.867 W123.32.08.369 N048.07.45.987 W123.33.35.296 RVM
                          N048.08.01.089 W123.35.02.237 N048.08.16.172 W123.36.29.193 RVM
                          N048.08.31.237 W123.37.56.162 N048.08.46.284 W123.39.23.146 RVM
                          N048.09.01.313 W123.40.50.144 N048.09.16.323 W123.42.17.156 RVM
                          N048.09.31.316 W123.43.44.182 N048.09.46.290 W123.45.11.223 RVM
                          N048.10.01.245 W123.46.38.277 N048.10.16.183 W123.48.05.346 RVM
                          N048.10.31.102 W123.49.32.428 N048.10.46.003 W123.50.59.525 RVM
                          N048.11.00.886 W123.52.26.636 N048.11.15.750 W123.53.53.761 RVM
                          N048.11.30.596 W123.55.20.900 N048.11.36.529 W123.55.55.759 RVM
    ; KCLM 08 center cross at YUCSU
                          N048.10.47.419 W123.54.38.137 N048.11.54.716 W123.54.11.781 RVM
    ; KCLM 08 center cross at HUTUK
                          N048.09.42.629 W123.48.19.072 N048.10.49.926 W123.47.52.725 RVM
                          N048.08.26.296 W123.40.26.320 N048.08.29.979 W123.40.29.207 RVM
                          N048.08.29.979 W123.40.29.207 N048.08.33.833 W123.40.31.540 RVM
                          N048.08.33.833 W123.40.31.540 N048.08.37.820 W123.40.33.295 RVM
                          N048.08.37.820 W123.40.33.295 N048.08.41.904 W123.40.34.456 RVM
                          N048.08.41.904 W123.40.34.456 N048.08.46.044 W123.40.35.012 RVM
                          N048.08.46.044 W123.40.35.012 N048.08.50.200 W123.40.34.957 RVM
                          N048.08.50.200 W123.40.34.957 N048.08.54.333 W123.40.34.291 RVM
                          N048.08.54.333 W123.40.34.291 N048.08.58.402 W123.40.33.022 RVM
                          N048.08.58.402 W123.40.33.022 N048.09.02.369 W123.40.31.161 RVM
                          N048.09.02.369 W123.40.31.161 N048.09.06.194 W123.40.28.726 RVM
                          N048.09.06.194 W123.40.28.726 N048.09.09.842 W123.40.25.740 RVM
                          N048.09.09.842 W123.40.25.740 N048.09.13.278 W123.40.22.233 RVM
                          N048.09.13.278 W123.40.22.233 N048.09.16.467 W123.40.18.238 RVM
                          N048.09.16.467 W123.40.18.238 N048.09.19.380 W123.40.13.793 RVM
                          N048.09.19.380 W123.40.13.793 N048.09.21.988 W123.40.08.942 RVM
                          N048.09.21.988 W123.40.08.942 N048.09.24.266 W123.40.03.731 RVM
                          N048.09.24.221 W123.40.03.844 N048.09.20.538 W123.40.00.957 RVM
                          N048.09.20.538 W123.40.00.957 N048.09.16.684 W123.39.58.624 RVM
                          N048.09.16.684 W123.39.58.624 N048.09.12.696 W123.39.56.869 RVM
                          N048.09.12.696 W123.39.56.869 N048.09.08.612 W123.39.55.709 RVM
                          N048.09.08.612 W123.39.55.709 N048.09.04.473 W123.39.55.154 RVM
                          N048.09.04.473 W123.39.55.154 N048.09.00.316 W123.39.55.210 RVM
                          N048.09.00.316 W123.39.55.210 N048.08.56.184 W123.39.55.876 RVM
                          N048.08.56.184 W123.39.55.876 N048.08.52.115 W123.39.57.146 RVM
                          N048.08.52.115 W123.39.57.146 N048.08.48.148 W123.39.59.008 RVM
                          N048.08.48.148 W123.39.59.008 N048.08.44.323 W123.40.01.443 RVM
                          N048.08.44.323 W123.40.01.443 N048.08.40.675 W123.40.04.429 RVM
                          N048.08.40.675 W123.40.04.429 N048.08.37.240 W123.40.07.936 RVM
                          N048.08.37.240 W123.40.07.936 N048.08.34.050 W123.40.11.930 RVM
                          N048.08.34.050 W123.40.11.930 N048.08.31.138 W123.40.16.374 RVM
                          N048.08.31.138 W123.40.16.374 N048.08.28.530 W123.40.21.224 RVM
                          N048.08.28.530 W123.40.21.224 N048.08.26.251 W123.40.26.433 RVM
    ; KNUW 14 centerline
                          N048.22.36.351 W122.40.23.581 N048.23.30.560 W122.41.02.159 RVM
                          N048.24.24.767 W122.41.40.760 N048.25.18.970 W122.42.19.383 RVM
                          N048.26.13.169 W122.42.58.030 N048.27.07.364 W122.43.36.699 RVM
                          N048.28.01.556 W122.44.15.391 N048.28.55.745 W122.44.54.107 RVM
                          N048.29.49.929 W122.45.32.845 N048.30.44.111 W122.46.11.606 RVM
                          N048.31.38.288 W122.46.50.391 N048.31.55.029 W122.47.02.380 RVM
    ; KNUW 14 center cross at SOBEE
                          N048.31.40.173 W122.47.49.862 N048.32.09.880 W122.46.14.891 RVM
    ; KNUW 14 center cross at LETEC
                          N048.28.57.791 W122.45.53.627 N048.29.27.497 W122.44.18.741 RVM
    ; KNUW 14 center cross at ZONGU
                          N048.26.18.101 W122.43.59.544 N048.26.47.808 W122.42.24.740 RVM
    ; NUW TACAN final approach course 141 from 1.0 to WETLI
                          N048.23.11.813 W122.40.38.233 N048.24.08.833 W122.41.06.159 RVM
                          N048.25.05.852 W122.41.34.103 N048.26.02.868 W122.42.02.064 RVM
                          N048.26.59.882 W122.42.30.042 N048.27.56.895 W122.42.58.038 RVM
                          N048.28.53.906 W122.43.26.052 N048.29.50.915 W122.43.54.083 RVM
                          N048.30.47.922 W122.44.22.131 N048.31.44.613 W122.44.50.042 RVM
    ; NUW TACAN final approach Full cross at WETLI
                          N048.31.33.863 W122.45.39.983 N048.31.55.357 W122.44.00.096 RVM
    ; NUW TACAN final approach Full cross at ELLEK
                          N048.26.48.953 W122.43.19.816 N048.27.10.446 W122.41.40.086 RVM
    ; NUW TACAN DME Arc Right cross at JISOS
                          N048.32.20.937 W122.39.42.787 N048.32.13.680 W122.37.58.314 RVM
                          N048.31.43.866 W122.38.03.063 N048.32.43.495 W122.37.53.564 RVM
    ; NUW TACAN final approach Full cross at BOCAT
                          N048.20.04.300 W122.09.45.865 N048.18.55.012 W122.09.54.982 RVM
    ; NUW TACAN final approach Full cross at OCILA
                          N048.20.21.026 W122.14.14.793 N048.19.11.738 W122.14.23.911 RVM
    ; NUW TACAN final approach Full cross at OBAYA
                          N048.20.32.079 W122.17.14.089 N048.19.22.790 W122.17.23.208 RVM
    ; NUW TACAN final approach Full cross at MIGLE
                          N048.20.53.897 W122.23.11.835 N048.19.44.608 W122.23.20.954 RVM
    ; NUW TACAN final approach course 308 from 1.0 to CANUN
                          N048.19.34.966 W122.38.09.541 N048.18.43.558 W122.37.23.134 RVM
                          N048.17.52.144 W122.36.36.752 N048.17.00.726 W122.35.50.397 RVM
                          N048.16.09.302 W122.35.04.068 N048.15.17.873 W122.34.17.764 RVM
                          N048.14.26.439 W122.33.31.487 N048.13.34.999 W122.32.45.235 RVM
                          N048.12.43.555 W122.31.59.009 N048.11.52.467 W122.31.13.134 RVM
    ; NUW TACAN final approach Full cross at MANKE
                          N048.16.27.223 W122.34.19.291 N048.15.51.401 W122.35.48.858 RVM
    ; NUW TACAN final approach Full cross at CANUN
                          N048.12.10.376 W122.30.28.408 N048.11.34.553 W122.31.57.851 RVM
    ; NUW TACAN final approach course 254 from 1.0 to MIGLE
                          N048.21.07.276 W122.36.42.669 N048.21.02.002 W122.35.12.794 RVM
                          N048.20.56.708 W122.33.42.925 N048.20.51.395 W122.32.13.061 RVM
                          N048.20.46.062 W122.30.43.202 N048.20.40.710 W122.29.13.349 RVM
                          N048.20.35.338 W122.27.43.501 N048.20.29.947 W122.26.13.658 RVM
                          N048.20.24.537 W122.24.43.820 N048.20.19.253 W122.23.16.396 RVM
    ; NUW TACAN final approach Full cross at LEDEY
                          N048.21.20.800 W122.30.40.217 N048.20.11.512 W122.30.49.338 RVM
    ; NUW TACAN final approach course 058 from 1.0 to KAMLE
                          N048.20.54.848 W122.42.39.556 N048.20.43.360 W122.44.08.102 RVM
                          N048.20.31.853 W122.45.36.636 N048.20.20.327 W122.47.05.159 RVM
                          N048.20.08.782 W122.48.33.670 N048.19.57.219 W122.50.02.171 RVM
                          N048.19.45.637 W122.51.30.660 N048.19.34.035 W122.52.59.139 RVM
                          N048.19.22.415 W122.54.27.606 N048.19.11.225 W122.55.52.658 RVM
    ; NUW TACAN final approach Full cross at KOYED
                          N048.19.34.942 W122.48.21.411 N048.20.43.217 W122.48.41.375 RVM
    ; NUW TACAN final approach Full cross at KAMLE
                          N048.18.37.087 W122.55.42.681 N048.19.45.362 W122.56.02.638 RVM
    ; FHR NDB final approach course 330 from 1.0 to 10.0
                          N048.29.38.549 W123.01.09.040 N048.28.39.499 W123.00.53.344 RVM
                          N048.27.40.448 W123.00.37.658 N048.26.41.397 W123.00.21.983 RVM
                          N048.25.42.345 W123.00.06.317 N048.24.43.292 W122.59.50.661 RVM
                          N048.23.44.239 W122.59.35.016 N048.22.45.186 W122.59.19.381 RVM
    ; FHR NDB final approach Full cross at 9.0
                          N048.22.51.221 W122.58.27.816 N048.22.39.144 W123.00.10.942 RVM
    ; BVS NDB final approach course 112 from 1.0 to 10.0
                          N048.29.28.722 W122.27.18.633 N048.30.09.588 W122.28.24.845 RVM
                          N048.30.50.444 W122.29.31.087 N048.31.31.289 W122.30.37.358 RVM
                          N048.32.12.123 W122.31.43.659 N048.32.52.947 W122.32.49.990 RVM
                          N048.33.33.760 W122.33.56.351 N048.34.14.562 W122.35.02.742 RVM
    ; BVS NDB final approach Full cross at 9.0
                          N048.33.49.127 W122.35.38.580 N048.34.39.995 W122.34.26.893 RVM
    ; KA NDB final approach course 237 from 0.5 to 4.0
                          N048.08.46.408 W123.21.57.607 N048.09.01.638 W123.20.30.688 RVM
                          N048.09.16.849 W123.19.03.754 N048.09.24.448 W123.18.20.281 RVM
    ; KA NDB final approach Full cross at 4.0
                          N048.09.58.078 W123.18.33.557 N048.08.50.817 W123.18.07.011 RVM
    ; CVV VORDME
                          N048.14.52.892 W122.43.27.900 N048.14.52.661 W122.43.24.387 RVM
                          N048.14.52.661 W122.43.24.387 N048.14.51.979 W122.43.21.009 RVM
                          N048.14.51.979 W122.43.21.009 N048.14.50.871 W122.43.17.895 RVM
                          N048.14.50.871 W122.43.17.895 N048.14.49.379 W122.43.15.166 RVM
                          N048.14.49.379 W122.43.15.166 N048.14.47.562 W122.43.12.927 RVM
                          N048.14.47.562 W122.43.12.927 N048.14.45.489 W122.43.11.263 RVM
                          N048.14.45.489 W122.43.11.263 N048.14.43.239 W122.43.10.239 RVM
                          N048.14.43.239 W122.43.10.239 N048.14.40.900 W122.43.09.893 RVM
                          N048.14.40.900 W122.43.09.893 N048.14.38.560 W122.43.10.239 RVM
                          N048.14.38.560 W122.43.10.239 N048.14.36.311 W122.43.11.264 RVM
                          N048.14.36.311 W122.43.11.264 N048.14.34.237 W122.43.12.928 RVM
                          N048.14.34.237 W122.43.12.928 N048.14.32.420 W122.43.15.168 RVM
                          N048.14.32.420 W122.43.15.168 N048.14.30.929 W122.43.17.896 RVM
                          N048.14.30.929 W122.43.17.896 N048.14.29.821 W122.43.21.009 RVM
                          N048.14.29.821 W122.43.21.009 N048.14.29.138 W122.43.24.387 RVM
                          N048.14.29.138 W122.43.24.387 N048.14.28.908 W122.43.27.900 RVM
                          N048.14.28.908 W122.43.27.900 N048.14.29.138 W122.43.31.413 RVM
                          N048.14.29.138 W122.43.31.413 N048.14.29.821 W122.43.34.791 RVM
                          N048.14.29.821 W122.43.34.791 N048.14.30.929 W122.43.37.904 RVM
                          N048.14.30.929 W122.43.37.904 N048.14.32.420 W122.43.40.632 RVM
                          N048.14.32.420 W122.43.40.632 N048.14.34.237 W122.43.42.872 RVM
                          N048.14.34.237 W122.43.42.872 N048.14.36.311 W122.43.44.536 RVM
                          N048.14.36.311 W122.43.44.536 N048.14.38.560 W122.43.45.561 RVM
                          N048.14.38.560 W122.43.45.561 N048.14.40.900 W122.43.45.907 RVM
                          N048.14.40.900 W122.43.45.907 N048.14.43.239 W122.43.45.561 RVM
                          N048.14.43.239 W122.43.45.561 N048.14.45.489 W122.43.44.537 RVM
                          N048.14.45.489 W122.43.44.537 N048.14.47.562 W122.43.42.873 RVM
                          N048.14.47.562 W122.43.42.873 N048.14.49.379 W122.43.40.634 RVM
                          N048.14.49.379 W122.43.40.634 N048.14.50.871 W122.43.37.905 RVM
                          N048.14.50.871 W122.43.37.905 N048.14.51.979 W122.43.34.791 RVM
                          N048.14.51.979 W122.43.34.791 N048.14.52.661 W122.43.31.413 RVM
                          N048.14.52.661 W122.43.31.413 N048.14.52.892 W122.43.27.900 RVM
    ; SEA VORTAC
                          N047.26.19.350 W122.18.34.645 N047.26.19.119 W122.18.31.186 RVM
                          N047.26.19.119 W122.18.31.186 N047.26.18.437 W122.18.27.860 RVM
                          N047.26.18.437 W122.18.27.860 N047.26.17.329 W122.18.24.795 RVM
                          N047.26.17.329 W122.18.24.795 N047.26.15.837 W122.18.22.109 RVM
                          N047.26.15.837 W122.18.22.109 N047.26.14.020 W122.18.19.904 RVM
                          N047.26.14.020 W122.18.19.904 N047.26.11.947 W122.18.18.266 RVM
                          N047.26.11.947 W122.18.18.266 N047.26.09.697 W122.18.17.257 RVM
                          N047.26.09.697 W122.18.17.257 N047.26.07.358 W122.18.16.917 RVM
                          N047.26.07.358 W122.18.16.917 N047.26.05.018 W122.18.17.257 RVM
                          N047.26.05.018 W122.18.17.257 N047.26.02.769 W122.18.18.266 RVM
                          N047.26.02.769 W122.18.18.266 N047.26.00.695 W122.18.19.905 RVM
                          N047.26.00.695 W122.18.19.905 N047.25.58.878 W122.18.22.110 RVM
                          N047.25.58.878 W122.18.22.110 N047.25.57.387 W122.18.24.796 RVM
                          N047.25.57.387 W122.18.24.796 N047.25.56.279 W122.18.27.861 RVM
                          N047.25.56.279 W122.18.27.861 N047.25.55.596 W122.18.31.187 RVM
                          N047.25.55.596 W122.18.31.187 N047.25.55.366 W122.18.34.645 RVM
                          N047.25.55.366 W122.18.34.645 N047.25.55.596 W122.18.38.103 RVM
                          N047.25.55.596 W122.18.38.103 N047.25.56.279 W122.18.41.429 RVM
                          N047.25.56.279 W122.18.41.429 N047.25.57.387 W122.18.44.494 RVM
                          N047.25.57.387 W122.18.44.494 N047.25.58.878 W122.18.47.180 RVM
                          N047.25.58.878 W122.18.47.180 N047.26.00.695 W122.18.49.385 RVM
                          N047.26.00.695 W122.18.49.385 N047.26.02.769 W122.18.51.024 RVM
                          N047.26.02.769 W122.18.51.024 N047.26.05.018 W122.18.52.033 RVM
                          N047.26.05.018 W122.18.52.033 N047.26.07.358 W122.18.52.373 RVM
                          N047.26.07.358 W122.18.52.373 N047.26.09.697 W122.18.52.033 RVM
                          N047.26.09.697 W122.18.52.033 N047.26.11.947 W122.18.51.024 RVM
                          N047.26.11.947 W122.18.51.024 N047.26.14.020 W122.18.49.386 RVM
                          N047.26.14.020 W122.18.49.386 N047.26.15.837 W122.18.47.181 RVM
                          N047.26.15.837 W122.18.47.181 N047.26.17.329 W122.18.44.495 RVM
                          N047.26.17.329 W122.18.44.495 N047.26.18.437 W122.18.41.430 RVM
                          N047.26.18.437 W122.18.41.430 N047.26.19.119 W122.18.38.104 RVM
                          N047.26.19.119 W122.18.38.104 N047.26.19.350 W122.18.34.645 RVM
    ; YYJ VORDME
                          N048.43.49.337 W123.29.03.695 N048.43.49.106 W123.29.00.148 RVM
                          N048.43.49.106 W123.29.00.148 N048.43.48.424 W123.28.56.738 RVM
                          N048.43.48.424 W123.28.56.738 N048.43.47.316 W123.28.53.595 RVM
                          N048.43.47.316 W123.28.53.595 N048.43.45.824 W123.28.50.840 RVM
                          N048.43.45.824 W123.28.50.840 N048.43.44.007 W123.28.48.579 RVM
                          N048.43.44.007 W123.28.48.579 N048.43.41.934 W123.28.46.899 RVM
                          N048.43.41.934 W123.28.46.899 N048.43.39.684 W123.28.45.865 RVM
                          N048.43.39.684 W123.28.45.865 N048.43.37.345 W123.28.45.516 RVM
                          N048.43.37.345 W123.28.45.516 N048.43.35.005 W123.28.45.865 RVM
                          N048.43.35.005 W123.28.45.865 N048.43.32.756 W123.28.46.900 RVM
                          N048.43.32.756 W123.28.46.900 N048.43.30.682 W123.28.48.580 RVM
                          N048.43.30.682 W123.28.48.580 N048.43.28.865 W123.28.50.841 RVM
                          N048.43.28.865 W123.28.50.841 N048.43.27.374 W123.28.53.596 RVM
                          N048.43.27.374 W123.28.53.596 N048.43.26.266 W123.28.56.739 RVM
                          N048.43.26.266 W123.28.56.739 N048.43.25.584 W123.29.00.149 RVM
                          N048.43.25.584 W123.29.00.149 N048.43.25.353 W123.29.03.695 RVM
                          N048.43.25.353 W123.29.03.695 N048.43.25.584 W123.29.07.241 RVM
                          N048.43.25.584 W123.29.07.241 N048.43.26.266 W123.29.10.651 RVM
                          N048.43.26.266 W123.29.10.651 N048.43.27.374 W123.29.13.794 RVM
                          N048.43.27.374 W123.29.13.794 N048.43.28.865 W123.29.16.549 RVM
                          N048.43.28.865 W123.29.16.549 N048.43.30.682 W123.29.18.810 RVM
                          N048.43.30.682 W123.29.18.810 N048.43.32.756 W123.29.20.490 RVM
                          N048.43.32.756 W123.29.20.490 N048.43.35.005 W123.29.21.525 RVM
                          N048.43.35.005 W123.29.21.525 N048.43.37.345 W123.29.21.874 RVM
                          N048.43.37.345 W123.29.21.874 N048.43.39.684 W123.29.21.525 RVM
                          N048.43.39.684 W123.29.21.525 N048.43.41.934 W123.29.20.491 RVM
                          N048.43.41.934 W123.29.20.491 N048.43.44.007 W123.29.18.811 RVM
                          N048.43.44.007 W123.29.18.811 N048.43.45.824 W123.29.16.550 RVM
                          N048.43.45.824 W123.29.16.550 N048.43.47.316 W123.29.13.795 RVM
                          N048.43.47.316 W123.29.13.795 N048.43.48.424 W123.29.10.652 RVM
                          N048.43.48.424 W123.29.10.652 N048.43.49.106 W123.29.07.242 RVM
                          N048.43.49.106 W123.29.07.242 N048.43.49.337 W123.29.03.695 RVM
    ; YVR VORTAC
                          N049.04.50.367 W123.08.56.715 N049.04.50.136 W123.08.53.143 RVM
                          N049.04.50.136 W123.08.53.143 N049.04.49.454 W123.08.49.709 RVM
                          N049.04.49.454 W123.08.49.709 N049.04.48.346 W123.08.46.544 RVM
                          N049.04.48.346 W123.08.46.544 N049.04.46.854 W123.08.43.769 RVM
                          N049.04.46.854 W123.08.43.769 N049.04.45.037 W123.08.41.493 RVM
                          N049.04.45.037 W123.08.41.493 N049.04.42.964 W123.08.39.801 RVM
                          N049.04.42.964 W123.08.39.801 N049.04.40.714 W123.08.38.759 RVM
                          N049.04.40.714 W123.08.38.759 N049.04.38.375 W123.08.38.408 RVM
                          N049.04.38.375 W123.08.38.408 N049.04.36.035 W123.08.38.760 RVM
                          N049.04.36.035 W123.08.38.760 N049.04.33.786 W123.08.39.802 RVM
                          N049.04.33.786 W123.08.39.802 N049.04.31.712 W123.08.41.494 RVM
                          N049.04.31.712 W123.08.41.494 N049.04.29.895 W123.08.43.771 RVM
                          N049.04.29.895 W123.08.43.771 N049.04.28.404 W123.08.46.545 RVM
                          N049.04.28.404 W123.08.46.545 N049.04.27.296 W123.08.49.710 RVM
                          N049.04.27.296 W123.08.49.710 N049.04.26.614 W123.08.53.144 RVM
                          N049.04.26.614 W123.08.53.144 N049.04.26.383 W123.08.56.715 RVM
                          N049.04.26.383 W123.08.56.715 N049.04.26.614 W123.09.00.286 RVM
                          N049.04.26.614 W123.09.00.286 N049.04.27.296 W123.09.03.720 RVM
                          N049.04.27.296 W123.09.03.720 N049.04.28.404 W123.09.06.885 RVM
                          N049.04.28.404 W123.09.06.885 N049.04.29.895 W123.09.09.659 RVM
                          N049.04.29.895 W123.09.09.659 N049.04.31.712 W123.09.11.936 RVM
                          N049.04.31.712 W123.09.11.936 N049.04.33.786 W123.09.13.628 RVM
                          N049.04.33.786 W123.09.13.628 N049.04.36.035 W123.09.14.670 RVM
                          N049.04.36.035 W123.09.14.670 N049.04.38.375 W123.09.15.022 RVM
                          N049.04.38.375 W123.09.15.022 N049.04.40.714 W123.09.14.671 RVM
                          N049.04.40.714 W123.09.14.671 N049.04.42.964 W123.09.13.629 RVM
                          N049.04.42.964 W123.09.13.629 N049.04.45.037 W123.09.11.937 RVM
                          N049.04.45.037 W123.09.11.937 N049.04.46.854 W123.09.09.661 RVM
                          N049.04.46.854 W123.09.09.661 N049.04.48.346 W123.09.06.886 RVM
                          N049.04.48.346 W123.09.06.886 N049.04.49.454 W123.09.03.721 RVM
                          N049.04.49.454 W123.09.03.721 N049.04.50.136 W123.09.00.287 RVM
                          N049.04.50.136 W123.09.00.287 N049.04.50.367 W123.08.56.715 RVM
    ; HUH VORTAC
                          N048.56.55.020 W122.34.45.318 N048.56.54.789 W122.34.41.756 RVM
                          N048.56.54.789 W122.34.41.756 N048.56.54.107 W122.34.38.330 RVM
                          N048.56.54.107 W122.34.38.330 N048.56.52.999 W122.34.35.173 RVM
                          N048.56.52.999 W122.34.35.173 N048.56.51.507 W122.34.32.407 RVM
                          N048.56.51.507 W122.34.32.407 N048.56.49.690 W122.34.30.136 RVM
                          N048.56.49.690 W122.34.30.136 N048.56.47.617 W122.34.28.449 RVM
                          N048.56.47.617 W122.34.28.449 N048.56.45.367 W122.34.27.410 RVM
                          N048.56.45.367 W122.34.27.410 N048.56.43.028 W122.34.27.059 RVM
                          N048.56.43.028 W122.34.27.059 N048.56.40.688 W122.34.27.410 RVM
                          N048.56.40.688 W122.34.27.410 N048.56.38.439 W122.34.28.450 RVM
                          N048.56.38.439 W122.34.28.450 N048.56.36.365 W122.34.30.137 RVM
                          N048.56.36.365 W122.34.30.137 N048.56.34.548 W122.34.32.408 RVM
                          N048.56.34.548 W122.34.32.408 N048.56.33.057 W122.34.35.175 RVM
                          N048.56.33.057 W122.34.35.175 N048.56.31.949 W122.34.38.331 RVM
                          N048.56.31.949 W122.34.38.331 N048.56.31.267 W122.34.41.756 RVM
                          N048.56.31.267 W122.34.41.756 N048.56.31.036 W122.34.45.318 RVM
                          N048.56.31.036 W122.34.45.318 N048.56.31.267 W122.34.48.880 RVM
                          N048.56.31.267 W122.34.48.880 N048.56.31.949 W122.34.52.305 RVM
                          N048.56.31.949 W122.34.52.305 N048.56.33.057 W122.34.55.461 RVM
                          N048.56.33.057 W122.34.55.461 N048.56.34.548 W122.34.58.228 RVM
                          N048.56.34.548 W122.34.58.228 N048.56.36.365 W122.35.00.499 RVM
                          N048.56.36.365 W122.35.00.499 N048.56.38.439 W122.35.02.186 RVM
                          N048.56.38.439 W122.35.02.186 N048.56.40.688 W122.35.03.226 RVM
                          N048.56.40.688 W122.35.03.226 N048.56.43.028 W122.35.03.577 RVM
                          N048.56.43.028 W122.35.03.577 N048.56.45.367 W122.35.03.226 RVM
                          N048.56.45.367 W122.35.03.226 N048.56.47.617 W122.35.02.187 RVM
                          N048.56.47.617 W122.35.02.187 N048.56.49.690 W122.35.00.500 RVM
                          N048.56.49.690 W122.35.00.500 N048.56.51.507 W122.34.58.229 RVM
                          N048.56.51.507 W122.34.58.229 N048.56.52.999 W122.34.55.463 RVM
                          N048.56.52.999 W122.34.55.463 N048.56.54.107 W122.34.52.306 RVM
                          N048.56.54.107 W122.34.52.306 N048.56.54.789 W122.34.48.880 RVM
                          N048.56.54.789 W122.34.48.880 N048.56.55.020 W122.34.45.318 RVM
    ; YJ NDB
                          N048.38.51.339 W123.23.57.688 N048.38.51.108 W123.23.54.147 RVM
                          N048.38.51.108 W123.23.54.147 N048.38.50.426 W123.23.50.742 RVM
                          N048.38.50.426 W123.23.50.742 N048.38.49.318 W123.23.47.604 RVM
                          N048.38.49.318 W123.23.47.604 N048.38.47.826 W123.23.44.854 RVM
                          N048.38.47.826 W123.23.44.854 N048.38.46.009 W123.23.42.597 RVM
                          N048.38.46.009 W123.23.42.597 N048.38.43.936 W123.23.40.920 RVM
                          N048.38.43.936 W123.23.40.920 N048.38.41.686 W123.23.39.887 RVM
                          N048.38.41.686 W123.23.39.887 N048.38.39.347 W123.23.39.539 RVM
                          N048.38.39.347 W123.23.39.539 N048.38.37.007 W123.23.39.888 RVM
                          N048.38.37.007 W123.23.39.888 N048.38.34.758 W123.23.40.921 RVM
                          N048.38.34.758 W123.23.40.921 N048.38.32.684 W123.23.42.598 RVM
                          N048.38.32.684 W123.23.42.598 N048.38.30.867 W123.23.44.855 RVM
                          N048.38.30.867 W123.23.44.855 N048.38.29.376 W123.23.47.605 RVM
                          N048.38.29.376 W123.23.47.605 N048.38.28.268 W123.23.50.743 RVM
                          N048.38.28.268 W123.23.50.743 N048.38.27.586 W123.23.54.147 RVM
                          N048.38.27.586 W123.23.54.147 N048.38.27.355 W123.23.57.688 RVM
                          N048.38.27.355 W123.23.57.688 N048.38.27.586 W123.24.01.229 RVM
                          N048.38.27.586 W123.24.01.229 N048.38.28.268 W123.24.04.633 RVM
                          N048.38.28.268 W123.24.04.633 N048.38.29.376 W123.24.07.771 RVM
                          N048.38.29.376 W123.24.07.771 N048.38.30.867 W123.24.10.521 RVM
                          N048.38.30.867 W123.24.10.521 N048.38.32.684 W123.24.12.778 RVM
                          N048.38.32.684 W123.24.12.778 N048.38.34.758 W123.24.14.455 RVM
                          N048.38.34.758 W123.24.14.455 N048.38.37.007 W123.24.15.488 RVM
                          N048.38.37.007 W123.24.15.488 N048.38.39.347 W123.24.15.837 RVM
                          N048.38.39.347 W123.24.15.837 N048.38.41.686 W123.24.15.489 RVM
                          N048.38.41.686 W123.24.15.489 N048.38.43.936 W123.24.14.456 RVM
                          N048.38.43.936 W123.24.14.456 N048.38.46.009 W123.24.12.779 RVM
                          N048.38.46.009 W123.24.12.779 N048.38.47.826 W123.24.10.522 RVM
                          N048.38.47.826 W123.24.10.522 N048.38.49.318 W123.24.07.772 RVM
                          N048.38.49.318 W123.24.07.772 N048.38.50.426 W123.24.04.634 RVM
                          N048.38.50.426 W123.24.04.634 N048.38.51.108 W123.24.01.229 RVM
                          N048.38.51.108 W123.24.01.229 N048.38.51.339 W123.23.57.688 RVM
    ; AP NDB
                          N048.52.38.353 W123.17.23.712 N048.52.38.122 W123.17.20.155 RVM
                          N048.52.38.122 W123.17.20.155 N048.52.37.440 W123.17.16.734 RVM
                          N048.52.37.440 W123.17.16.734 N048.52.36.332 W123.17.13.582 RVM
                          N048.52.36.332 W123.17.13.582 N048.52.34.840 W123.17.10.819 RVM
                          N048.52.34.840 W123.17.10.819 N048.52.33.023 W123.17.08.552 RVM
                          N048.52.33.023 W123.17.08.552 N048.52.30.950 W123.17.06.867 RVM
                          N048.52.30.950 W123.17.06.867 N048.52.28.700 W123.17.05.829 RVM
                          N048.52.28.700 W123.17.05.829 N048.52.26.361 W123.17.05.479 RVM
                          N048.52.26.361 W123.17.05.479 N048.52.24.021 W123.17.05.830 RVM
                          N048.52.24.021 W123.17.05.830 N048.52.21.772 W123.17.06.868 RVM
                          N048.52.21.772 W123.17.06.868 N048.52.19.698 W123.17.08.553 RVM
                          N048.52.19.698 W123.17.08.553 N048.52.17.881 W123.17.10.820 RVM
                          N048.52.17.881 W123.17.10.820 N048.52.16.390 W123.17.13.583 RVM
                          N048.52.16.390 W123.17.13.583 N048.52.15.282 W123.17.16.735 RVM
                          N048.52.15.282 W123.17.16.735 N048.52.14.600 W123.17.20.155 RVM
                          N048.52.14.600 W123.17.20.155 N048.52.14.369 W123.17.23.712 RVM
                          N048.52.14.369 W123.17.23.712 N048.52.14.600 W123.17.27.269 RVM
                          N048.52.14.600 W123.17.27.269 N048.52.15.282 W123.17.30.689 RVM
                          N048.52.15.282 W123.17.30.689 N048.52.16.390 W123.17.33.841 RVM
                          N048.52.16.390 W123.17.33.841 N048.52.17.881 W123.17.36.604 RVM
                          N048.52.17.881 W123.17.36.604 N048.52.19.698 W123.17.38.871 RVM
                          N048.52.19.698 W123.17.38.871 N048.52.21.772 W123.17.40.556 RVM
                          N048.52.21.772 W123.17.40.556 N048.52.24.021 W123.17.41.594 RVM
