((GEG-APP))               N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
    ; COE VORDME final approach course 057 from 2.0 to 16.0
                          N047.45.41.714 W116.53.33.744 N047.45.27.145 W116.55.00.265 RVM
                          N047.45.12.559 W116.56.26.771 N047.44.57.954 W116.57.53.265 RVM
                          N047.44.43.331 W116.59.19.744 N047.44.28.690 W117.00.46.211 RVM
                          N047.44.14.031 W117.02.12.664 N047.43.59.354 W117.03.39.103 RVM
                          N047.43.44.659 W117.05.05.529 N047.43.29.946 W117.06.31.941 RVM
                          N047.43.15.214 W117.07.58.339 N047.43.00.465 W117.09.24.724 RVM
                          N047.42.45.698 W117.10.51.096 N047.42.30.913 W117.12.17.453 RVM
    ; COE VORDME final approach Full cross at UBAYI
                          N047.44.25.024 W116.57.35.934 N047.45.32.511 W116.58.00.959 RVM
    ; COE VORDME final approach Full cross at CIYPA
                          N047.42.24.015 W117.09.28.064 N047.43.31.502 W117.09.53.073 RVM
    ; COE VORDME final approach Full cross at 16.0
                          N047.41.57.169 W117.12.04.953 N047.43.04.656 W117.12.29.959 RVM
    ; DPY NDB final approach course 320 from 1.0 to 10.0
                          N047.56.11.759 W117.24.31.152 N047.55.15.776 W117.23.59.108 RVM
                          N047.54.19.790 W117.23.27.083 N047.53.23.802 W117.22.55.077 RVM
                          N047.52.27.811 W117.22.23.091 N047.51.31.818 W117.21.51.123 RVM
                          N047.50.35.823 W117.21.19.175 N047.49.39.825 W117.20.47.246 RVM
    ; DPY NDB final approach Full cross at 10.0
                          N047.48.56.284 W117.19.26.988 N047.48.31.359 W117.21.03.678 RVM
    ; GEG VORTAC
                          N047.34.05.797 W117.37.36.789 N047.34.05.566 W117.37.33.322 RVM
                          N047.34.05.566 W117.37.33.322 N047.34.04.884 W117.37.29.987 RVM
                          N047.34.04.884 W117.37.29.987 N047.34.03.776 W117.37.26.915 RVM
                          N047.34.03.776 W117.37.26.915 N047.34.02.284 W117.37.24.222 RVM
                          N047.34.02.284 W117.37.24.222 N047.34.00.467 W117.37.22.011 RVM
                          N047.34.00.467 W117.37.22.011 N047.33.58.394 W117.37.20.369 RVM
                          N047.33.58.394 W117.37.20.369 N047.33.56.144 W117.37.19.358 RVM
                          N047.33.56.144 W117.37.19.358 N047.33.53.805 W117.37.19.017 RVM
                          N047.33.53.805 W117.37.19.017 N047.33.51.465 W117.37.19.358 RVM
                          N047.33.51.465 W117.37.19.358 N047.33.49.216 W117.37.20.370 RVM
                          N047.33.49.216 W117.37.20.370 N047.33.47.142 W117.37.22.012 RVM
                          N047.33.47.142 W117.37.22.012 N047.33.45.325 W117.37.24.223 RVM
                          N047.33.45.325 W117.37.24.223 N047.33.43.834 W117.37.26.916 RVM
                          N047.33.43.834 W117.37.26.916 N047.33.42.726 W117.37.29.988 RVM
                          N047.33.42.726 W117.37.29.988 N047.33.42.043 W117.37.33.322 RVM
                          N047.33.42.043 W117.37.33.322 N047.33.41.813 W117.37.36.789 RVM
                          N047.33.41.813 W117.37.36.789 N047.33.42.043 W117.37.40.256 RVM
                          N047.33.42.043 W117.37.40.256 N047.33.42.726 W117.37.43.590 RVM
                          N047.33.42.726 W117.37.43.590 N047.33.43.834 W117.37.46.662 RVM
                          N047.33.43.834 W117.37.46.662 N047.33.45.325 W117.37.49.355 RVM
                          N047.33.45.325 W117.37.49.355 N047.33.47.142 W117.37.51.566 RVM
                          N047.33.47.142 W117.37.51.566 N047.33.49.216 W117.37.53.208 RVM
                          N047.33.49.216 W117.37.53.208 N047.33.51.465 W117.37.54.220 RVM
                          N047.33.51.465 W117.37.54.220 N047.33.53.805 W117.37.54.561 RVM
                          N047.33.53.805 W117.37.54.561 N047.33.56.144 W117.37.54.220 RVM
                          N047.33.56.144 W117.37.54.220 N047.33.58.394 W117.37.53.209 RVM
                          N047.33.58.394 W117.37.53.209 N047.34.00.467 W117.37.51.567 RVM
                          N047.34.00.467 W117.37.51.567 N047.34.02.284 W117.37.49.356 RVM
                          N047.34.02.284 W117.37.49.356 N047.34.03.776 W117.37.46.663 RVM
                          N047.34.03.776 W117.37.46.663 N047.34.04.884 W117.37.43.591 RVM
                          N047.34.04.884 W117.37.43.591 N047.34.05.566 W117.37.40.256 RVM
                          N047.34.05.566 W117.37.40.256 N047.34.05.797 W117.37.36.789 RVM
    ; PUW VORDME
                          N046.40.39.475 W117.13.24.617 N046.40.39.244 W117.13.21.207 RVM
                          N046.40.39.244 W117.13.21.207 N046.40.38.562 W117.13.17.928 RVM
                          N046.40.38.562 W117.13.17.928 N046.40.37.454 W117.13.14.907 RVM
                          N046.40.37.454 W117.13.14.907 N046.40.35.962 W117.13.12.258 RVM
                          N046.40.35.962 W117.13.12.258 N046.40.34.145 W117.13.10.085 RVM
                          N046.40.34.145 W117.13.10.085 N046.40.32.072 W117.13.08.470 RVM
                          N046.40.32.072 W117.13.08.470 N046.40.29.822 W117.13.07.475 RVM
                          N046.40.29.822 W117.13.07.475 N046.40.27.483 W117.13.07.140 RVM
                          N046.40.27.483 W117.13.07.140 N046.40.25.143 W117.13.07.476 RVM
                          N046.40.25.143 W117.13.07.476 N046.40.22.894 W117.13.08.471 RVM
                          N046.40.22.894 W117.13.08.471 N046.40.20.820 W117.13.10.086 RVM
                          N046.40.20.820 W117.13.10.086 N046.40.19.003 W117.13.12.259 RVM
                          N046.40.19.003 W117.13.12.259 N046.40.17.512 W117.13.14.908 RVM
                          N046.40.17.512 W117.13.14.908 N046.40.16.404 W117.13.17.929 RVM
                          N046.40.16.404 W117.13.17.929 N046.40.15.721 W117.13.21.208 RVM
                          N046.40.15.721 W117.13.21.208 N046.40.15.491 W117.13.24.617 RVM
                          N046.40.15.491 W117.13.24.617 N046.40.15.721 W117.13.28.026 RVM
                          N046.40.15.721 W117.13.28.026 N046.40.16.404 W117.13.31.305 RVM
                          N046.40.16.404 W117.13.31.305 N046.40.17.512 W117.13.34.326 RVM
                          N046.40.17.512 W117.13.34.326 N046.40.19.003 W117.13.36.975 RVM
                          N046.40.19.003 W117.13.36.975 N046.40.20.820 W117.13.39.148 RVM
                          N046.40.20.820 W117.13.39.148 N046.40.22.894 W117.13.40.763 RVM
                          N046.40.22.894 W117.13.40.763 N046.40.25.143 W117.13.41.758 RVM
                          N046.40.25.143 W117.13.41.758 N046.40.27.483 W117.13.42.094 RVM
                          N046.40.27.483 W117.13.42.094 N046.40.29.822 W117.13.41.759 RVM
                          N046.40.29.822 W117.13.41.759 N046.40.32.072 W117.13.40.764 RVM
                          N046.40.32.072 W117.13.40.764 N046.40.34.145 W117.13.39.149 RVM
                          N046.40.34.145 W117.13.39.149 N046.40.35.962 W117.13.36.976 RVM
                          N046.40.35.962 W117.13.36.976 N046.40.37.454 W117.13.34.327 RVM
                          N046.40.37.454 W117.13.34.327 N046.40.38.562 W117.13.31.306 RVM
                          N046.40.38.562 W117.13.31.306 N046.40.39.244 W117.13.28.027 RVM
                          N046.40.39.244 W117.13.28.027 N046.40.39.475 W117.13.24.617 RVM
    ; COE VORDME
                          N047.46.37.304 W116.49.14.103 N047.46.37.073 W116.49.10.622 RVM
                          N047.46.37.073 W116.49.10.622 N047.46.36.391 W116.49.07.274 RVM
                          N047.46.36.391 W116.49.07.274 N047.46.35.283 W116.49.04.189 RVM
                          N047.46.35.283 W116.49.04.189 N047.46.33.791 W116.49.01.485 RVM
                          N047.46.33.791 W116.49.01.485 N047.46.31.974 W116.48.59.266 RVM
                          N047.46.31.974 W116.48.59.266 N047.46.29.901 W116.48.57.617 RVM
                          N047.46.29.901 W116.48.57.617 N047.46.27.651 W116.48.56.602 RVM
                          N047.46.27.651 W116.48.56.602 N047.46.25.312 W116.48.56.260 RVM
                          N047.46.25.312 W116.48.56.260 N047.46.22.972 W116.48.56.603 RVM
                          N047.46.22.972 W116.48.56.603 N047.46.20.723 W116.48.57.618 RVM
                          N047.46.20.723 W116.48.57.618 N047.46.18.649 W116.48.59.267 RVM
                          N047.46.18.649 W116.48.59.267 N047.46.16.832 W116.49.01.486 RVM
                          N047.46.16.832 W116.49.01.486 N047.46.15.341 W116.49.04.190 RVM
                          N047.46.15.341 W116.49.04.190 N047.46.14.233 W116.49.07.275 RVM
                          N047.46.14.233 W116.49.07.275 N047.46.13.551 W116.49.10.622 RVM
                          N047.46.13.551 W116.49.10.622 N047.46.13.320 W116.49.14.103 RVM
                          N047.46.13.320 W116.49.14.103 N047.46.13.551 W116.49.17.584 RVM
                          N047.46.13.551 W116.49.17.584 N047.46.14.233 W116.49.20.931 RVM
                          N047.46.14.233 W116.49.20.931 N047.46.15.341 W116.49.24.016 RVM
                          N047.46.15.341 W116.49.24.016 N047.46.16.832 W116.49.26.720 RVM
                          N047.46.16.832 W116.49.26.720 N047.46.18.649 W116.49.28.939 RVM
                          N047.46.18.649 W116.49.28.939 N047.46.20.723 W116.49.30.588 RVM
                          N047.46.20.723 W116.49.30.588 N047.46.22.972 W116.49.31.603 RVM
                          N047.46.22.972 W116.49.31.603 N047.46.25.312 W116.49.31.946 RVM
                          N047.46.25.312 W116.49.31.946 N047.46.27.651 W116.49.31.604 RVM
                          N047.46.27.651 W116.49.31.604 N047.46.29.901 W116.49.30.589 RVM
                          N047.46.29.901 W116.49.30.589 N047.46.31.974 W116.49.28.940 RVM
                          N047.46.31.974 W116.49.28.940 N047.46.33.791 W116.49.26.721 RVM
                          N047.46.33.791 W116.49.26.721 N047.46.35.283 W116.49.24.017 RVM
                          N047.46.35.283 W116.49.24.017 N047.46.36.391 W116.49.20.932 RVM
                          N047.46.36.391 W116.49.20.932 N047.46.37.073 W116.49.17.584 RVM
                          N047.46.37.073 W116.49.17.584 N047.46.37.304 W116.49.14.103 RVM
    ; LEN NDB
                          N047.44.46.322 W116.57.39.637 N047.44.46.091 W116.57.36.158 RVM
                          N047.44.46.091 W116.57.36.158 N047.44.45.409 W116.57.32.812 RVM
                          N047.44.45.409 W116.57.32.812 N047.44.44.301 W116.57.29.729 RVM
                          N047.44.44.301 W116.57.29.729 N047.44.42.809 W116.57.27.027 RVM
                          N047.44.42.809 W116.57.27.027 N047.44.40.992 W116.57.24.809 RVM
                          N047.44.40.992 W116.57.24.809 N047.44.38.919 W116.57.23.161 RVM
                          N047.44.38.919 W116.57.23.161 N047.44.36.669 W116.57.22.147 RVM
                          N047.44.36.669 W116.57.22.147 N047.44.34.330 W116.57.21.804 RVM
                          N047.44.34.330 W116.57.21.804 N047.44.31.990 W116.57.22.147 RVM
                          N047.44.31.990 W116.57.22.147 N047.44.29.741 W116.57.23.162 RVM
                          N047.44.29.741 W116.57.23.162 N047.44.27.667 W116.57.24.810 RVM
                          N047.44.27.667 W116.57.24.810 N047.44.25.850 W116.57.27.028 RVM
                          N047.44.25.850 W116.57.27.028 N047.44.24.359 W116.57.29.730 RVM
                          N047.44.24.359 W116.57.29.730 N047.44.23.251 W116.57.32.813 RVM
                          N047.44.23.251 W116.57.32.813 N047.44.22.568 W116.57.36.158 RVM
                          N047.44.22.568 W116.57.36.158 N047.44.22.338 W116.57.39.637 RVM
                          N047.44.22.338 W116.57.39.637 N047.44.22.568 W116.57.43.116 RVM
                          N047.44.22.568 W116.57.43.116 N047.44.23.251 W116.57.46.461 RVM
                          N047.44.23.251 W116.57.46.461 N047.44.24.359 W116.57.49.544 RVM
                          N047.44.24.359 W116.57.49.544 N047.44.25.850 W116.57.52.246 RVM
                          N047.44.25.850 W116.57.52.246 N047.44.27.667 W116.57.54.464 RVM
                          N047.44.27.667 W116.57.54.464 N047.44.29.741 W116.57.56.112 RVM
                          N047.44.29.741 W116.57.56.112 N047.44.31.990 W116.57.57.127 RVM
                          N047.44.31.990 W116.57.57.127 N047.44.34.330 W116.57.57.470 RVM
                          N047.44.34.330 W116.57.57.470 N047.44.36.669 W116.57.57.127 RVM
                          N047.44.36.669 W116.57.57.127 N047.44.38.919 W116.57.56.113 RVM
                          N047.44.38.919 W116.57.56.113 N047.44.40.992 W116.57.54.465 RVM
                          N047.44.40.992 W116.57.54.465 N047.44.42.809 W116.57.52.247 RVM
                          N047.44.42.809 W116.57.52.247 N047.44.44.301 W116.57.49.545 RVM
                          N047.44.44.301 W116.57.49.545 N047.44.45.409 W116.57.46.462 RVM
                          N047.44.45.409 W116.57.46.462 N047.44.46.091 W116.57.43.116 RVM
                          N047.44.46.091 W116.57.43.116 N047.44.46.322 W116.57.39.637 RVM
    ; CRK NDB
                          N047.40.49.328 W117.27.00.356 N047.40.49.097 W117.26.56.881 RVM
                          N047.40.49.097 W117.26.56.881 N047.40.48.415 W117.26.53.540 RVM
                          N047.40.48.415 W117.26.53.540 N047.40.47.307 W117.26.50.461 RVM
                          N047.40.47.307 W117.26.50.461 N047.40.45.815 W117.26.47.762 RVM
                          N047.40.45.815 W117.26.47.762 N047.40.43.998 W117.26.45.547 RVM
                          N047.40.43.998 W117.26.45.547 N047.40.41.925 W117.26.43.901 RVM
                          N047.40.41.925 W117.26.43.901 N047.40.39.675 W117.26.42.888 RVM
                          N047.40.39.675 W117.26.42.888 N047.40.37.336 W117.26.42.546 RVM
                          N047.40.37.336 W117.26.42.546 N047.40.34.996 W117.26.42.888 RVM
                          N047.40.34.996 W117.26.42.888 N047.40.32.747 W117.26.43.902 RVM
                          N047.40.32.747 W117.26.43.902 N047.40.30.673 W117.26.45.548 RVM
                          N047.40.30.673 W117.26.45.548 N047.40.28.856 W117.26.47.763 RVM
                          N047.40.28.856 W117.26.47.763 N047.40.27.365 W117.26.50.462 RVM
                          N047.40.27.365 W117.26.50.462 N047.40.26.257 W117.26.53.541 RVM
                          N047.40.26.257 W117.26.53.541 N047.40.25.575 W117.26.56.882 RVM
                          N047.40.25.575 W117.26.56.882 N047.40.25.344 W117.27.00.356 RVM
                          N047.40.25.344 W117.27.00.356 N047.40.25.575 W117.27.03.830 RVM
                          N047.40.25.575 W117.27.03.830 N047.40.26.257 W117.27.07.171 RVM
                          N047.40.26.257 W117.27.07.171 N047.40.27.365 W117.27.10.250 RVM
                          N047.40.27.365 W117.27.10.250 N047.40.28.856 W117.27.12.949 RVM
                          N047.40.28.856 W117.27.12.949 N047.40.30.673 W117.27.15.164 RVM
                          N047.40.30.673 W117.27.15.164 N047.40.32.747 W117.27.16.810 RVM
                          N047.40.32.747 W117.27.16.810 N047.40.34.996 W117.27.17.824 RVM
                          N047.40.34.996 W117.27.17.824 N047.40.37.336 W117.27.18.166 RVM
                          N047.40.37.336 W117.27.18.166 N047.40.39.675 W117.27.17.824 RVM
                          N047.40.39.675 W117.27.17.824 N047.40.41.925 W117.27.16.811 RVM
                          N047.40.41.925 W117.27.16.811 N047.40.43.998 W117.27.15.165 RVM
                          N047.40.43.998 W117.27.15.165 N047.40.45.815 W117.27.12.950 RVM
                          N047.40.45.815 W117.27.12.950 N047.40.47.307 W117.27.10.251 RVM
                          N047.40.47.307 W117.27.10.251 N047.40.48.415 W117.27.07.172 RVM
                          N047.40.48.415 W117.27.07.172 N047.40.49.097 W117.27.03.831 RVM
                          N047.40.49.097 W117.27.03.831 N047.40.49.328 W117.27.00.356 RVM
    ; KNOCK
                          N047.48.32.396 W117.47.36.402 N047.50.13.701 W117.48.43.697 RVM
                          N047.49.45.635 W117.46.54.590 N047.49.00.451 W117.49.25.472 RVM
    ; DIAN
                          N048.09.20.430 W117.09.30.084 N048.10.22.378 W117.11.48.039 RVM
                          N048.09.01.934 W117.11.16.622 N048.10.40.883 W117.10.01.457 RVM
    ; KARPS
                          N047.44.11.208 W116.46.28.243 N047.44.42.337 W116.43.49.924 RVM
                          N047.43.33.546 W116.44.45.951 N047.45.20.013 W116.45.32.242 RVM
    ; HIPRR
                          N047.32.29.568 W116.50.18.746 N047.30.38.792 W116.50.27.271 RVM
                          N047.31.38.490 W116.51.44.898 N047.31.29.854 W116.49.01.125 RVM
    ; SUBDY
                          N047.19.02.724 W118.49.22.102 N047.19.35.961 W118.46.45.984 RVM
                          N047.18.26.435 W118.47.39.541 N047.20.12.264 W118.48.28.572 RVM
    ; CLASS
                          N047.51.13.473 W116.10.09.591 N047.51.43.771 W116.07.30.557 RVM
                          N047.50.46.311 W116.07.56.656 N047.52.10.942 W116.09.43.528 RVM
    ; BLUNT
                          N047.04.52.122 W117.39.37.215 N047.03.01.318 W117.39.44.803 RVM
                          N047.03.59.296 W117.41.02.347 N047.03.54.128 W117.38.19.676 RVM
    ; HILIE
                          N047.31.57.764 W116.41.48.861 N047.30.12.894 W116.40.55.334 RVM
                          N047.31.09.746 W116.42.43.954 N047.31.00.898 W116.40.00.230 RVM
    ; ROPES
                          N047.32.33.166 W117.09.30.996 N047.32.24.958 W117.06.47.127 RVM
                          N047.31.33.759 W117.08.15.138 N047.33.24.380 W117.08.02.979 RVM
    ; ZOOMR
                          N047.25.48.171 W118.17.14.690 N047.25.15.594 W118.19.51.417 RVM
                          N047.24.52.639 W118.17.35.148 N047.26.11.133 W118.19.30.996 RVM
    ; GANGS
                          N047.30.26.649 W117.54.40.471 N047.29.54.576 W117.57.17.656 RVM
                          N047.29.22.832 W117.55.17.407 N047.30.58.404 W117.56.40.754 RVM
    ; JURSY
                          N047.40.41.845 W117.04.04.006 N047.41.13.380 W117.01.26.041 RVM
                          N047.40.04.445 W117.02.21.616 N047.41.50.793 W117.03.08.457 RVM
    ; GRAPH
                          N047.16.45.763 W117.59.26.823 N047.15.21.570 W118.01.13.253 RVM
                          N047.16.10.480 W118.01.41.167 N047.15.56.844 W117.58.58.939 RVM
    ; RODNA
                          N047.16.06.601 W117.50.31.129 N047.14.26.956 W117.51.42.933 RVM
                          N047.15.23.699 W117.52.28.117 N047.15.09.845 W117.49.45.969 RVM
    ; CISOV
                          N046.49.39.359 W117.17.30.364 N046.51.25.439 W117.18.17.769 RVM
                          N046.50.48.605 W117.16.36.511 N046.50.16.180 W117.19.11.596 RVM
                          N047.45.00.405 W116.42.17.906 N047.50.49.185 W116.12.16.786 RVM
                          N047.43.44.905 W116.42.22.012 N047.34.04.466 W116.04.20.584 RVM
                          N047.30.55.718 W116.38.25.102 N047.29.03.419 W116.05.32.941 RVM
                          N047.11.39.395 W117.27.25.884 N046.52.50.466 W117.18.55.990 RVM
                          N046.48.37.716 W117.17.02.842 N046.41.56.271 W117.14.04.055 RVM
                          N047.12.14.340 W117.47.34.783 N046.40.38.003 W118.01.52.313 RVM
                          N047.13.29.057 W117.52.24.649 N046.44.05.750 W118.13.21.262 RVM
                          N047.14.18.992 W118.02.32.324 N046.55.04.768 W118.26.37.812 RVM
                          N046.54.57.330 W118.26.47.050 N046.51.37.778 W118.30.17.129 RVM
                          N047.24.56.645 W118.21.22.467 N047.19.54.266 W118.45.19.872 RVM
                          N047.18.43.369 W118.50.52.787 N047.17.27.586 W118.56.46.927 RVM
                          N047.29.41.266 W118.20.04.746 N047.25.33.982 W118.59.13.188 RVM
                          N048.05.57.089 W117.13.36.793 N048.07.49.438 W117.12.11.635 RVM
                          N048.11.38.398 W117.09.17.814 N048.31.03.524 W116.54.26.188 RVM
                          N047.55.37.000 W118.05.54.000 N047.57.32.838 W118.03.18.254 RVM
                          N047.58.04.236 W118.02.35.993 N048.00.00.000 W118.00.00.000 RVM
                          N048.00.00.000 W118.00.00.000 N048.00.45.109 W117.56.16.958 RVM
                          N048.05.15.740 W117.33.43.802 N048.06.00.000 W117.30.00.000 RVM
                          N048.06.00.000 W117.30.00.000 N048.06.00.204 W117.26.06.566 RVM
                          N048.06.00.204 W117.17.53.434 N048.06.00.000 W117.14.00.000 RVM
                          N048.06.00.000 W117.14.00.000 N048.04.36.966 W117.10.42.477 RVM
                          N047.53.23.879 W116.44.15.921 N047.52.00.000 W116.41.00.000 RVM
                          N047.52.00.000 W116.41.00.000 N047.49.24.105 W116.41.00.000 RVM
                          N047.19.35.895 W116.41.00.000 N047.17.00.000 W116.41.00.000 RVM
                          N047.17.00.000 W116.41.00.000 N047.16.38.156 W116.44.47.526 RVM
                          N047.13.25.043 W117.17.22.988 N047.13.02.000 W117.21.10.000 RVM
                          N047.13.02.000 W117.21.10.000 N047.12.17.255 W117.24.49.837 RVM
                          N047.10.45.101 W117.32.20.478 N047.10.00.000 W117.36.00.000 RVM
                          N047.10.00.000 W117.36.00.000 N047.10.46.745 W117.39.38.777 RVM
                          N047.13.46.820 W117.53.47.703 N047.14.33.000 W117.57.27.000 RVM
                          N047.14.33.000 W117.57.27.000 N047.14.25.590 W118.01.16.365 RVM
                          N047.14.07.833 W118.10.10.696 N047.14.00.000 W118.14.00.000 RVM
                          N047.14.00.000 W118.14.00.000 N047.16.30.280 W118.15.01.086 RVM
                          N047.33.29.791 W118.21.58.156 N047.36.00.000 W118.23.00.000 RVM
                          N047.36.00.000 W118.23.00.000 N047.38.14.633 W118.21.03.402 RVM
                          N047.53.22.624 W118.07.51.904 N047.55.37.000 W118.05.54.000 RVM
